学员 ID,学员姓名,课程类别,课程名称,报名节数/期数,单价（元/节/期）,缴费总额（元）,缴费日期,学员所在城市,缴费方式,课程状态
STU10274,冯倩,考级课程,二级考级专项班,28,177,4956,2026-02-14,南京,银行卡,已开课
STU10275,高冬梅,考级课程,三级考级集训班,39,105,4095,2025-12-30,南京,支付宝,已开课
STU10276,王楠,亲子游泳,亲子启蒙班,46,136,6256,2025-09-05,杭州,分期,已退费
STU10277,涂艳,考级课程,三级考级集训班,28,119,3332,2025-10-29,成都,分期,已结课
STU10278,易瑜,亲子游泳,亲子技能提升班,26,205,5330,2026-02-12,武汉,现金,已开课
STU10279,罗岩,私教课程,一对二私教课,18,219,3942,2026-01-17,北京,分期,已报名
STU10280,罗桂英,少儿游泳,少儿蛙泳基础班,10,185,1850,2026-02-09,深圳,微信支付,已结课
STU10281,鞠琳,少儿游泳,少儿自由泳提高班,42,196,8232,2026-02-06,重庆,现金,已结课
STU10282,黄刚,少儿游泳,少儿蛙泳基础班,44,221,9724,2025-09-05,西安,银行卡,已结课
STU10283,郑桂芝,私教课程,一对一私教课,42,190,7980,2025-10-16,上海,微信支付,已结课
STU10284,程畅,成人游泳,成人自由泳速成班,49,214,10486,2025-11-30,杭州,现金,已报名
STU10285,吴刚,亲子游泳,亲子水上游戏课,46,142,6532,2025-10-28,杭州,微信支付,已结课
STU10286,王丽,集训课程,暑期集训营,1,2330,2330,2026-01-20,武汉,微信支付,已结课
STU10287,赵丽丽,集训课程,寒假集训营,1,2523,2523,2026-02-13,南京,分期,已退费
STU10288,梁玉珍,少儿游泳,少儿蛙泳基础班,24,134,3216,2026-02-25,重庆,现金,已开课
STU10289,王健,少儿游泳,少儿仰泳专项班,44,224,9856,2025-10-16,南京,微信支付,已退费
STU10290,余凤兰,考级课程,一级考级冲刺班,35,99,3465,2026-01-23,深圳,分期,已结课
STU10291,唐淑兰,亲子游泳,亲子技能提升班,34,115,3910,2026-02-24,上海,分期,已结课
STU10292,单建军,私教课程,一对一私教课,16,191,3056,2025-09-20,南京,分期,已结课
STU10293,文凯,考级课程,三级考级集训班,30,87,2610,2025-12-25,武汉,支付宝,已开课
STU10294,严玉兰,亲子游泳,亲子水上游戏课,21,229,4809,2025-09-22,重庆,银行卡,已结课
STU10295,杨萍,集训课程,暑期集训营,1,2048,2048,2026-02-10,广州,现金,已开课
STU10296,黄冬梅,少儿游泳,少儿蛙泳基础班,10,158,1580,2025-11-09,上海,支付宝,已报名
STU10297,匡佳,亲子游泳,亲子水上游戏课,45,222,9990,2025-09-27,北京,微信支付,已开课
STU10298,叶杨,少儿游泳,少儿仰泳专项班,34,83,2822,2025-12-09,上海,分期,已退费
STU10299,李波,成人游泳,成人自由泳速成班,34,123,4182,2025-11-17,杭州,现金,已报名
STU10300,李娟,成人游泳,成人减脂游泳班,27,187,5049,2025-09-20,南京,银行卡,已退费
STU10301,章博,集训课程,考前集中训练营,3,2762,8286,2025-09-28,广州,银行卡,已报名
STU10302,袁成,亲子游泳,亲子技能提升班,49,177,8673,2025-11-24,武汉,银行卡,已结课
STU10303,陈龙,集训课程,寒假集训营,2,2156,4312,2026-02-25,深圳,现金,已开课
STU10304,刁建军,亲子游泳,亲子技能提升班,28,242,6776,2026-01-26,深圳,银行卡,已开课
STU10305,刘静,亲子游泳,亲子技能提升班,17,224,3808,2026-01-18,广州,分期,已报名
STU10306,时丽,集训课程,考前集中训练营,3,1929,5787,2025-11-14,上海,现金,已结课
STU10307,王凤兰,成人游泳,成人水中健身课,25,144,3600,2025-12-18,成都,微信支付,已结课
STU10308,陈倩,考级课程,三级考级集训班,47,182,8554,2026-02-25,成都,分期,已报名
STU10309,蔡洁,私教课程,一对一私教课,16,143,2288,2025-11-30,广州,分期,已报名
STU10310,杜雷,集训课程,考前集中训练营,2,3477,6954,2025-09-28,北京,微信支付,已开课
STU10311,王鑫,考级课程,一级考级冲刺班,38,175,6650,2026-02-21,重庆,分期,已开课
STU10312,罗荣,少儿游泳,少儿蝶泳精英班,16,155,2480,2025-09-22,上海,支付宝,已开课
STU10313,孙健,私教课程,私教包月套餐,23,213,4899,2025-12-31,上海,现金,已结课
STU10314,彭淑英,亲子游泳,亲子技能提升班,14,156,2184,2025-09-30,北京,银行卡,已结课
STU10315,王鑫,集训课程,寒假集训营,3,1999,5997,2026-01-20,广州,银行卡,已结课
STU10316,夏丽娟,亲子游泳,亲子互动班,35,241,8435,2026-02-11,成都,现金,已报名
STU10317,姜畅,考级课程,一级考级冲刺班,38,231,8778,2025-09-02,深圳,支付宝,已开课
STU10318,沈俊,集训课程,暑期集训营,3,1708,5124,2026-01-16,广州,银行卡,已开课
STU10319,冯桂英,亲子游泳,亲子启蒙班,26,205,5330,2026-02-11,南京,分期,已开课
STU10320,曹强,亲子游泳,亲子启蒙班,32,170,5440,2026-02-06,广州,银行卡,已退费
STU10321,季春梅,考级课程,等级考试预备班,18,160,2880,2025-11-18,上海,支付宝,已开课
STU10322,张亮,成人游泳,成人减脂游泳班,36,232,8352,2025-12-08,成都,支付宝,已结课
STU10323,刘云,考级课程,一级考级冲刺班,45,122,5490,2025-10-06,广州,银行卡,已结课
STU10324,陈瑜,考级课程,等级考试预备班,32,82,2624,2025-10-20,成都,分期,已结课
STU10325,黄勇,亲子游泳,亲子水上游戏课,41,186,7626,2025-12-23,武汉,支付宝,已报名
STU10326,郭淑英,少儿游泳,少儿自由泳提高班,28,88,2464,2026-01-16,杭州,支付宝,已结课
STU10327,周晶,考级课程,三级考级集训班,45,210,9450,2025-09-30,杭州,分期,已结课
STU10328,张兵,私教课程,一对一私教课,38,219,8322,2025-12-18,上海,支付宝,已开课
STU10329,李强,少儿游泳,少儿蝶泳精英班,26,169,4394,2025-09-23,武汉,微信支付,已结课
STU10330,刘畅,成人游泳,成人自由泳速成班,47,169,7943,2026-02-04,成都,支付宝,已结课
STU10331,李博,成人游泳,成人自由泳速成班,13,225,2925,2025-11-11,重庆,分期,已开课
STU10332,庄春梅,集训课程,国庆集训班,2,2672,5344,2026-01-10,上海,支付宝,已退费
STU10333,李阳,亲子游泳,亲子启蒙班,27,247,6669,2025-10-04,深圳,支付宝,已结课
STU10334,孙霞,成人游泳,成人减脂游泳班,41,116,4756,2025-11-08,成都,现金,已结课
STU10335,吴瑞,集训课程,暑期集训营,2,2555,5110,2026-02-25,南京,现金,已退费
STU10336,郭文,私教课程,一对一私教课,15,197,2955,2026-02-26,南京,微信支付,已结课
STU10337,叶瑞,亲子游泳,亲子互动班,37,134,4958,2025-11-22,杭州,银行卡,已结课
STU10338,侯红梅,成人游泳,成人减脂游泳班,31,92,2852,2025-12-27,北京,微信支付,已退费
STU10339,王华,成人游泳,成人减脂游泳班,39,80,3120,2025-12-19,深圳,支付宝,已结课
STU10340,萧俊,私教课程,一对二私教课,27,103,2781,2025-11-04,上海,银行卡,已结课
STU10341,刘琳,集训课程,寒假集训营,1,2311,2311,2026-02-27,深圳,现金,已结课
STU10342,林玉,集训课程,暑期集训营,1,1937,1937,2025-10-04,重庆,支付宝,已结课
STU10343,徐帆,亲子游泳,亲子启蒙班,10,167,1670,2025-12-18,广州,现金,已报名
STU10344,龚刚,亲子游泳,亲子启蒙班,16,106,1696,2025-11-16,广州,现金,已结课
STU10345,王明,成人游泳,成人自由泳速成班,14,215,3010,2026-02-04,广州,现金,已开课
STU10346,马华,成人游泳,成人自由泳速成班,36,237,8532,2025-10-26,上海,微信支付,已报名
STU10347,范梅,少儿游泳,少儿蝶泳精英班,32,189,6048,2025-10-06,深圳,银行卡,已结课
STU10348,张磊,成人游泳,成人水中健身课,11,248,2728,2025-10-23,西安,分期,已结课
STU10349,罗瑜,集训课程,考前集中训练营,2,2823,5646,2026-01-05,成都,微信支付,已开课
STU10350,王桂珍,集训课程,暑期集训营,3,3320,9960,2025-12-02,南京,支付宝,已开课
STU10351,岳梅,考级课程,三级考级集训班,33,219,7227,2025-12-30,上海,微信支付,已结课
STU10352,赵玲,少儿游泳,少儿仰泳专项班,23,90,2070,2025-12-11,西安,银行卡,已结课
STU10353,任丽华,考级课程,三级考级集训班,37,182,6734,2026-01-16,重庆,支付宝,已开课
STU10354,鞠玉兰,私教课程,一对一私教课,42,132,5544,2025-10-10,西安,银行卡,已开课
STU10355,许秀珍,集训课程,暑期集训营,2,2930,5860,2025-11-01,北京,支付宝,已报名
STU10356,陈建华,亲子游泳,亲子启蒙班,39,236,9204,2025-11-19,广州,微信支付,已报名
STU10357,方倩,成人游泳,成人蛙泳入门班,20,207,4140,2026-01-12,西安,银行卡,已开课
STU10358,陈娟,成人游泳,成人水中健身课,17,87,1479,2025-12-19,杭州,分期,已报名
STU10359,李丽娟,集训课程,暑期集训营,2,2432,4864,2025-09-15,武汉,分期,已开课
STU10360,左军,成人游泳,成人水中健身课,16,226,3616,2025-09-30,深圳,分期,已报名
STU10361,金涛,少儿游泳,少儿自由泳提高班,12,200,2400,2025-10-09,广州,微信支付,已结课
STU10362,唐文,集训课程,考前集中训练营,1,2159,2159,2025-11-21,杭州,微信支付,已结课
STU10363,郭晶,少儿游泳,少儿蛙泳基础班,21,137,2877,2025-09-12,成都,微信支付,已结课
STU10364,杨杨,私教课程,一对三私教课,30,102,3060,2025-09-03,南京,支付宝,已开课
STU10365,许桂兰,私教课程,一对二私教课,39,174,6786,2026-01-05,深圳,分期,已结课
STU10366,聂丹丹,成人游泳,成人自由泳速成班,10,184,1840,2025-11-28,北京,银行卡,已报名
STU10367,陶杨,集训课程,考前集中训练营,3,2989,8967,2025-10-23,西安,支付宝,已结课
STU10368,王芳,少儿游泳,少儿自由泳提高班,27,103,2781,2026-01-12,成都,银行卡,已结课
STU10369,唐红,集训课程,暑期集训营,3,1695,5085,2026-02-11,成都,微信支付,已结课
STU10370,钟凤兰,少儿游泳,少儿蝶泳精英班,18,140,2520,2025-11-20,成都,银行卡,已开课
STU10371,谢鑫,私教课程,一对二私教课,14,131,1834,2026-01-28,上海,支付宝,已报名
STU10372,王秀荣,亲子游泳,亲子水上游戏课,30,184,5520,2025-12-01,深圳,现金,已开课
STU10373,张建平,私教课程,一对一私教课,15,120,1800,2025-11-17,重庆,微信支付,已开课
STU10374,刘文,私教课程,一对二私教课,15,143,2145,2025-12-11,西安,微信支付,已结课
STU10375,辛莉,私教课程,一对二私教课,11,183,2013,2026-01-21,西安,支付宝,已报名
STU10376,张想,少儿游泳,少儿自由泳提高班,17,83,1411,2025-10-27,广州,支付宝,已结课
STU10377,王玉,私教课程,一对一私教课,47,230,10810,2025-09-20,北京,微信支付,已开课
STU10378,时丽,集训课程,考前集中训练营,1,1688,1688,2025-11-24,上海,微信支付,已退费
STU10379,丁瑞,少儿游泳,少儿自由泳提高班,46,190,8740,2025-12-11,武汉,微信支付,已开课
STU10380,李玉兰,亲子游泳,亲子互动班,32,134,4288,2025-11-10,杭州,现金,已结课
STU10381,宋萍,少儿游泳,少儿自由泳提高班,28,207,5796,2026-01-19,武汉,微信支付,已报名
STU10382,高静,亲子游泳,亲子互动班,36,131,4716,2026-01-13,深圳,分期,已结课
STU10383,唐英,亲子游泳,亲子技能提升班,40,219,8760,2025-11-28,重庆,分期,已开课
STU10384,祝柳,私教课程,一对二私教课,11,161,1771,2025-09-08,杭州,微信支付,已结课
STU10385,严兵,亲子游泳,亲子技能提升班,47,139,6533,2025-09-26,深圳,支付宝,已开课
STU10386,贾淑华,集训课程,暑期集训营,1,2679,2679,2025-12-09,南京,支付宝,已开课
STU10387,李秀梅,考级课程,二级考级专项班,32,231,7392,2025-11-30,重庆,分期,已报名
STU10388,张霞,成人游泳,成人减脂游泳班,44,159,6996,2025-09-10,上海,微信支付,已开课
STU10389,叶佳,成人游泳,成人蛙泳入门班,43,202,8686,2025-10-22,广州,银行卡,已结课
STU10390,王兵,私教课程,一对一私教课,11,117,1287,2025-10-07,上海,分期,已结课
STU10391,刘涛,少儿游泳,少儿仰泳专项班,35,230,8050,2025-11-17,南京,支付宝,已退费
STU10392,官磊,集训课程,考前集中训练营,3,3467,10401,2025-11-21,广州,分期,已结课
STU10393,罗涛,考级课程,二级考级专项班,24,250,6000,2025-10-15,成都,银行卡,已结课
STU10394,蔡磊,私教课程,一对二私教课,21,80,1680,2026-01-25,成都,分期,已报名
STU10395,刘勇,考级课程,二级考级专项班,49,136,6664,2025-09-27,武汉,支付宝,已开课
STU10396,邱丽丽,少儿游泳,少儿自由泳提高班,32,161,5152,2025-09-23,南京,现金,已报名
STU10397,张玉珍,成人游泳,成人自由泳速成班,14,169,2366,2025-09-28,北京,微信支付,已开课
STU10398,朱建军,集训课程,考前集中训练营,1,3311,3311,2025-12-06,南京,分期,已开课
STU10399,康东,亲子游泳,亲子互动班,20,195,3900,2025-11-15,北京,银行卡,已开课
STU10400,梁俊,少儿游泳,少儿蛙泳基础班,31,123,3813,2025-10-12,上海,分期,已退费
STU10401,潘金凤,少儿游泳,少儿仰泳专项班,48,237,11376,2026-02-28,北京,现金,已退费
STU10402,韩秀荣,成人游泳,成人减脂游泳班,20,93,1860,2025-10-23,深圳,现金,已结课
STU10403,张平,集训课程,国庆集训班,3,2076,6228,2025-09-25,北京,现金,已结课
STU10404,张秀芳,亲子游泳,亲子互动班,13,172,2236,2025-11-15,重庆,现金,已开课
STU10405,罗丽娟,少儿游泳,少儿自由泳提高班,20,243,4860,2025-09-21,武汉,微信支付,已开课
STU10406,杨璐,亲子游泳,亲子水上游戏课,41,249,10209,2026-02-12,西安,现金,已开课
STU10407,赵萍,亲子游泳,亲子技能提升班,21,194,4074,2025-12-29,杭州,支付宝,已结课
STU10408,吴颖,考级课程,等级考试预备班,19,250,4750,2025-11-28,西安,现金,已退费
STU10409,苏明,考级课程,一级考级冲刺班,45,95,4275,2026-01-12,成都,分期,已结课
STU10410,李辉,亲子游泳,亲子互动班,40,156,6240,2025-09-09,西安,分期,已退费
STU10411,陈秀兰,考级课程,一级考级冲刺班,17,194,3298,2025-10-13,深圳,支付宝,已报名
STU10412,萧瑜,亲子游泳,亲子启蒙班,37,131,4847,2026-02-08,广州,分期,已开课
STU10413,杨淑英,集训课程,暑期集训营,1,2294,2294,2026-01-20,南京,银行卡,已结课
STU10414,姜萍,少儿游泳,少儿蝶泳精英班,17,186,3162,2026-01-24,重庆,分期,已结课
STU10415,柏琳,少儿游泳,少儿蛙泳基础班,46,105,4830,2026-01-16,南京,现金,已开课
STU10416,吴红霞,集训课程,考前集中训练营,3,2747,8241,2025-10-15,杭州,现金,已报名
STU10417,孙丽,考级课程,三级考级集训班,12,181,2172,2025-11-24,深圳,微信支付,已结课
STU10418,赵健,私教课程,一对三私教课,11,166,1826,2025-11-17,杭州,银行卡,已结课
STU10419,赖超,集训课程,暑期集训营,1,1775,1775,2025-12-23,南京,银行卡,已结课
STU10420,赵楠,考级课程,等级考试预备班,22,193,4246,2025-12-14,武汉,分期,已结课
STU10421,虞璐,少儿游泳,少儿自由泳提高班,14,159,2226,2025-12-13,广州,分期,已结课
STU10422,徐彬,少儿游泳,少儿自由泳提高班,22,131,2882,2025-11-03,北京,现金,已报名
STU10423,陈红梅,私教课程,一对二私教课,27,174,4698,2026-01-08,成都,微信支付,已结课
STU10424,杨鑫,成人游泳,成人水中健身课,41,232,9512,2025-12-31,重庆,分期,已开课
STU10425,曹涛,成人游泳,成人水中健身课,15,152,2280,2025-10-12,重庆,支付宝,已结课
STU10426,王辉,集训课程,寒假集训营,3,1923,5769,2025-12-14,西安,微信支付,已结课
STU10427,袁龙,集训课程,暑期集训营,2,3366,6732,2025-10-15,重庆,微信支付,已开课
STU10428,丁凯,考级课程,二级考级专项班,27,188,5076,2025-11-29,武汉,银行卡,已开课
STU10429,沈婷,私教课程,私教包月套餐,47,106,4982,2025-12-05,西安,分期,已结课
STU10430,董春梅,私教课程,一对一私教课,40,96,3840,2025-11-10,南京,银行卡,已开课
STU10431,陈春梅,集训课程,国庆集训班,1,1807,1807,2025-11-01,北京,分期,已结课
STU10432,曲涛,私教课程,一对二私教课,11,247,2717,2025-11-15,杭州,现金,已结课
STU10433,李玉梅,集训课程,暑期集训营,3,2950,8850,2025-10-19,南京,支付宝,已结课
STU10434,石建平,集训课程,考前集中训练营,3,2234,6702,2025-10-14,西安,支付宝,已开课
STU10435,吴璐,亲子游泳,亲子互动班,26,223,5798,2025-10-17,南京,微信支付,已开课
STU10436,杨丹,成人游泳,成人水中健身课,36,164,5904,2026-01-28,杭州,现金,已结课
STU10437,曹桂花,亲子游泳,亲子启蒙班,50,229,11450,2026-02-06,上海,现金,已结课
STU10438,骆璐,考级课程,等级考试预备班,34,215,7310,2025-09-14,广州,支付宝,已退费
STU10439,柳桂芳,私教课程,私教包月套餐,46,197,9062,2025-10-17,上海,现金,已开课
STU10440,李岩,成人游泳,成人水中健身课,50,94,4700,2025-10-24,广州,分期,已结课
STU10441,蔡丹,亲子游泳,亲子启蒙班,18,237,4266,2025-12-19,成都,现金,已退费
STU10442,陈建国,亲子游泳,亲子启蒙班,12,216,2592,2025-12-05,北京,银行卡,已结课
STU10443,李彬,考级课程,一级考级冲刺班,11,81,891,2025-11-03,深圳,银行卡,已开课
STU10444,王建,少儿游泳,少儿蝶泳精英班,42,230,9660,2025-09-17,北京,银行卡,已退费
STU10445,熊梅,亲子游泳,亲子技能提升班,37,114,4218,2026-01-04,南京,支付宝,已开课
STU10446,楚秀云,亲子游泳,亲子启蒙班,24,137,3288,2025-10-04,深圳,微信支付,已结课
STU10447,陈刚,成人游泳,成人蛙泳入门班,33,246,8118,2025-12-06,杭州,分期,已结课
STU10448,贺洁,考级课程,等级考试预备班,16,247,3952,2025-09-13,上海,现金,已结课
STU10449,潘秀珍,少儿游泳,少儿仰泳专项班,40,119,4760,2026-02-23,北京,银行卡,已结课
